id	title	author	source	primaryCategory	tags	relativePath
c9174324b105c292	فكرة العامل وأثرها في بناء المصطلحات النحوية عند سيبويه	د. علي بن سليمان الجوابرة	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/183/الملحقات/8/8 فكرة العامل وأثرها في بناء المصطلحات النحوية عند سيبويه.pdf
e6c9839850ecdffa	قراءةٌ في قصيدة: (فارس الأحلام) للشاعر محمد بن علي السنوسي	د. محمد بن بكر آل عابد	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/156/7 قراءةٌ في قصيدة$ (فارس الأحلام) للشاعر محمد بن علي السنوسي.pdf
da2c3a652538fab5	قصيدة أعشار القرآن العزيز، ت: محمد بن حسن الفاسي: دراسةً وتحقيقاً	أ. د. عبد الرحمن بن سعد الجهني	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/190/1/2 قصيدة أعشار القرآن العزيز، ت$ محمد بن حسن الفاسي$ دراسةً وتحقيقاً.pdf
fb1e99adc013eaaa	قصيدةٌ مفيدةٌ في مخارج الحروف، ت: محمد بن عبد الله البغدادي (سبط الخياط): دراسةً وتحقيقاً وشرحاً	أ. د. طارق بن سعيد السهلي	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/194/1/2 قصيدةٌ مفيدةٌ في مخارج الحروف، ت$ ... البغدادي (سبط الخياط)$ دراسةً وتحقيقاً وشرحاً.pdf
d4028225bb639e88	ما أصله الفصيح في لهجة: جازان (ألفاظ الرعي والزراعة أنموذجاً)	د. حسن بن إبراهيم قابور	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/176/8 ما أصله الفصيح في لهجة$ جازان (ألفاظ الرعي والزراعة أنموذجاً).pdf
26ba593d47e172c6	مبدأ التزام اللغة العربية في الإجراءات القضائية: دراسةٌ تأصيليةٌ في أنظمة المملكة العربية السعودية	أ. د. هيثم بن حامد المصاروة	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/208/4/2 مبدأ التزام اللغة العربية في الإجراءات ... تأصيليةٌ في أنظمة المملكة العربية السعودية.pdf
bff8d83dac55713d	مسائل علم المعاني المنقولة عن الزمخشري في كتاب: (الإيضاح) للخطيب القزويني: عرضٌ ودراسةٌ	د. علي بن دخيل الله العوفي	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/146/6 مسائل علم المعاني المنقولة عن الزمخشري ... كتاب$ (الإيضاح) للخطيب القزويني$ عرضٌ ودراسةٌ.pdf
5d86e1800dda7dbf	من الأوزان النادرة في اللغة العربية: (تِفعَالٌ) و(تِفِعالٌ): دراسةٌ لغويةٌ	د. جمعان بن عبد الكريم الغامدي	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/153/9 من الأوزان النادرة في اللغة العربية$ (تِفعَالٌ) و(تِفِعالٌ)$ دراسةٌ لغويةٌ.pdf
a50767bbe6d9b002	موت الألفاظ في العربية	أ. د. عبد الرزاق بن فراج الصاعدي	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/107/6 موت الألفاظ في العربية.pdf
1632bd1d09e9dd85	موقف الرسول ﷺ من الشعر: سنةٌ نبويةٌ خالدةٌ	د. سفير بن خلف القثامي	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	شعر وأدب	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/137/7 موقف الرسول ﷺ من الشعر$ سنةٌ نبويةٌ خالدةٌ.pdf
7250042211393170	نماذج من مقدمات كتب البلاغة: تحليلٌ وتقييمٌ	أ. د. عبد الله بن عبد الرحمن بانقيب	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للعلوم الشرعية (السعودية)/183/الملحقات/6/8 نماذج من مقدمات كتب البلاغة$ تحليلٌ وتقييمٌ.pdf
03a5a568aa003cde	أبو بكرٍ محمدٌ بن يحيى الخفاف وآراؤه النحوية	د. نواف بن أحمد حكمي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/1/1/3 أبو بكرٍ محمدٌ بن يحيى الخفاف وآراؤه النحوية.pdf
b51249d06105f049	أبو عمروٍ الداني، واختياراته النحوية من خلال كتابه: (المكتفى في الوقف والابتداء)	د. إبراهيم بن علي عسيري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/8/1/2 أبو عمروٍ الداني، واختياراته النحوية من خلال كتابه$ (المكتفى في الوقف والابتداء).pdf
0b8776a7492e3837	أثر استلهام التراث في تجليات الذات الشاعرة في ديوان: (مزاجها زنجبيل)، لفواز اللعبون	أ. د. أسماء بنت حسن النويري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/4/1/12 أثر استلهام التراث في تجليات الذات ... في ديوان$ (مزاجها زنجبيل)، لفواز اللعبون.pdf
37beed615c824da9	أثر أصوات ألسن اللغة العربية في تنوع قراءة القرآن الكريم وتنوع التفسير واختلافه وترجيحه: دراسةٌ تأصيليةٌ تحليليةٌ في علوم القرآن وتفسيره	د. مجتبى بن محمود بني كنانة	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/1/3/1 أثر أصوات ألسن اللغة العربية في ... تأصيليةٌ تحليليةٌ في علوم القرآن وتفسيره.pdf
acdabc8c4ca221fd	أثر الإبدال في تنافي معاني المادة المعجمية: دراسةٌ في نماذج من ألفاظ تهامة منطقة الباحة	أ. د. مكين بن حوفان القرني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	dictionaries	معجم لغوي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/2/1/10 أثر الإبدال في تنافي معاني المادة ... نماذج من ألفاظ تهامة منطقة الباحة.pdf
e6a32749d90a6919	أثر الانزياح التركيبي في انتظام القافية في ديوان الشاعر/ حمزة شحاتة	د. فهد بن فريح الرشيدي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/16/2/10 أثر الانزياح التركيبي في انتظام القافية في ديوان الشاعر& حمزة شحاتة.pdf
7de8be34b3263e36	أحمد محمد جمال وديوانه: (الطلائع): ذاكرة الشعر والغياب	أ. د. صالح بن عبد العزيز المحمود	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/3/1/8 أحمد محمد جمال وديوانه$ (الطلائع)$ ذاكرة الشعر والغياب.pdf
d81b0edd10bb28b1	أخطاء التلاوة لدى متعلمي اللغة العربية الناطقين بلغاتٍ أخرى	د. علي بن هذلول الهذلول	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/8/1/11 أخطاء التلاوة لدى متعلمي اللغة العربية الناطقين بلغاتٍ أخرى.pdf
42148382f04166f8	استخدام المعاجم الرقمية في تعلم اللغة العربية لغةً ثانيةً من وجهة نظر طلاب معهد تعليم اللغة العربية لغير الناطقين بها بالجامعة الإسلامية	د. تركي بن عبد العزيز الملحم	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	dictionaries	معجم لغوي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/16/2/11 استخدام المعاجم الرقمية في تعلم اللغة ... العربية لغير الناطقين بها بالجامعة الإسلامية.pdf
b9e646d269628aad	استدعاء الشخصيات التراثية في ديوان: (يُنتظر أن)، لعبد الله الوشمي	أ. د. فواز بن زايد الشمري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/4/2/6 استدعاء الشخصيات التراثية في ديوان$ (يُنتظر أن)، لعبد الله الوشمي.pdf
dbffcb3d0d513e10	استلهام التراث وتشكيل الهوية في الرواية السعودية بنجران: نماذج معاصرةٌ	د. رشا بنت عبد الرؤوف الحبيشي، د. زهير بن حسن العمري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/13/1/6 استلهام التراث وتشكيل الهوية في الرواية السعودية بنجران$ نماذج معاصرةٌ.pdf
0e29d85963299a14	استئناف التقنين النحوي في ضوء الاستعمال التداولي للأنماط اللغوية	د. عمر بن محمد أبو نواس	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/4/1/4 استئناف التقنين النحوي في ضوء الاستعمال التداولي للأنماط اللغوية.pdf
4046ccbfd7eb9bd4	إصلاحات/ الشلوبين الصرفية في متن: (الجزولية) في كتابه: (شرح المقدمة الجزولية الكبير)	د. سارة بنت عبد الله الصبيح	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/17/1/2 إصلاحات& الشلوبين الصرفية في متن$ (الجزولية) في كتابه$ (شرح المقدمة الجزولية الكبير).pdf
b5b8506fc3d5648c	إصلاحات/ اللورقي لعبارة/ الجزولي النحوية في المقدمة الجزولية: دراسةٌ تحليليةٌ	د. عبد العزيز بن سليمان الملحم	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/17/2/2 إصلاحات& اللورقي لعبارة& الجزولي النحوية في المقدمة الجزولية$ دراسةٌ تحليليةٌ.pdf
4fb9b746acfd0eac	أفق الانتظار والمسافة الجمالية: قراءةٌ في ديوان: (أجنحةٌ بلا ريشٍ)، لحسين سرحان	د. ذيب بن مقعد العصيمي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/6/2/11 أفق الانتظار والمسافة الجمالية$ قراءةٌ في ديوان$ (أجنحةٌ بلا ريشٍ)، لحسين سرحان.pdf
cef5b4c71300d824	الأبعاد التداولية عند/ ابن الجوزي في تفسيره للسبع الطوال: دراسةٌ في ضوء نظرية التلقي	د. طلال بن خلف الحساني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/16/2/3 الأبعاد التداولية عند& ابن الجوزي في ... الطوال$ دراسةٌ في ضوء نظرية التلقي.pdf
716c5c2be3582678	الاتصال بين العربية واللغات الأخرى: مقاربةٌ تاريخيةٌ حول المعجمية والاقتراض اللغوي	أ. د. محمد بن ظافر الحازمي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	dictionaries	معجم لغوي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/11/6 الاتصال بين العربية واللغات الأخرى$ مقاربةٌ تاريخيةٌ حول المعجمية والاقتراض اللغوي.pdf
9fbe9f6f7b7af06c	الاستدلال الحجاجي وأساليبه البلاغية في رسالة: (منع جواز المجاز)، للشيخ الشنقيطي	د. عائض بن مبارك الحربي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/2/2/2 الاستدلال الحجاجي وأساليبه البلاغية في رسالة$ (منع جواز المجاز)، للشيخ الشنقيطي.pdf
eccd89143b6701fc	الاستغراب في الرواية السعودية (رواية: (العصفورية) أنموذجاً)	د. عادل بن مصيلح المظيبري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/9/11 الاستغراب في الرواية السعودية (رواية$ (العصفورية) أنموذجاً).pdf
1c0da9792d5a106b	الاستفهام الشعري في ديوان/ يحيى بن حكمٍ الغزال: مقاربةٌ حجاجيةٌ تداوليةٌ	د. هبة بنت مصطفى جابر	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/8/2/10 الاستفهام الشعري في ديوان& يحيى بن حكمٍ الغزال$ مقاربةٌ حجاجيةٌ تداوليةٌ.pdf
00d3c2a7cd71781d	الإشاريات التداولية في مرويات/ أم المؤمنين عائشة -رضي الله عنها- ((بدء الوحي) و(مبشرات النبوة) أنموذجاً): دراسةٌ وصفيةٌ تحليليةٌ	د. فوزية بنت سعد القرني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/18/9 الإشاريات التداولية في مرويات& أم المؤمنين ... و(مبشرات النبوة) أنموذجاً)$ دراسةٌ وصفيةٌ تحليليةٌ.pdf
c477577e6cc0bd2a	الألفاظ اللغوية المسؤول عنها في الحديث النبوي: دراسةٌ في الظاهرة وأسبابها	د. أنس بن محمود فجال	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/3/1/2 الألفاظ اللغوية المسؤول عنها في الحديث النبوي$ دراسةٌ في الظاهرة وأسبابها.pdf
0b859ee46250b7fa	الأنماط التداولية في: (أسرار العربية)، للأنباري: من التعليم إلى التعليل	د. عمر بن محمد أبو نواس	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/1/2/5 الأنماط التداولية في$ (أسرار العربية)، للأنباري$ من التعليم إلى التعليل.pdf
e413e5f99a376bbd	البلاغة في تفسير سورة: (الإخلاص)، من كتاب: (ينابيع العلوم)، للقاضي أبي العباس أحمد بن الخليل الخويي الشافعي: دراسةٌ استقرائيةٌ تحليليةٌ	د. شيخة بنت محمد الجعيدي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/15/1/3 البلاغة في تفسير سورة$ (الإخلاص)، من ... الخليل الخويي الشافعي$ دراسةٌ استقرائيةٌ تحليليةٌ.pdf
b91a43e75fa4e8ab	البنى النحوية في: (كوكبة الخطب المنيفة): بين الحجاج والإقناع، وأثره على المتلقين (خطبتا: (الغيبة) و(النميمة) أنموذجاً)	د. مرسل بن مسفر آل فهاد	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/14/2/1 البنى النحوية في$ (كوكبة الخطب المنيفة)$ ... على المتلقين (خطبتا$ (الغيبة) و(النميمة) أنموذجاً).pdf
31e47034c8ca6c34	البنية الميتا سردية في الرواية السعودية (الخطابات التصديرية أنموذجاً)	د. منصور بن محمد البلوي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/3/2/11 البنية الميتا سردية في الرواية السعودية (الخطابات التصديرية أنموذجاً).pdf
d49f81e4775308df	التشكيل البصري في ديوان: (فتنة البوح)، لنادية البوشي	د. أحلام بنت منصور القحطاني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/4/2/10 التشكيل البصري في ديوان$ (فتنة البوح)، لنادية البوشي.pdf
c2ae021a99872e0d	التشكيل البصري وشعرية اللغة في ديوان: (التباس)، للشاعر/ حسن الزهراني	أ. د. ناصر بن سليم الحميدي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/10/9 التشكيل البصري وشعرية اللغة في ديوان$ (التباس)، للشاعر& حسن الزهراني.pdf
59142fe0fd0675eb	التعريف بضمير الرفع المنفصل في سورة: (الحشر): مواقعه، وأسراره البلاغية	د. منيرة بنت مرعي الزهراني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/12/2 التعريف بضمير الرفع المنفصل في سورة$ (الحشر)$ مواقعه، وأسراره البلاغية.pdf
faeef5da9d4c7777	التفلت النقدي: دراسةٌ في مسارات النقد الأدبي وتلقي مناهجه	د. عبد الله بن محمد هتان	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/2/2/8 التفلت النقدي$ دراسةٌ في مسارات النقد الأدبي وتلقي مناهجه.pdf
4567faef8df5a57a	التماسك المعجمي في سورة: (الإنسان) في ضوء علم اللغة النصي لمتعلمي اللغة العربية الناطقين بغيرها	د. مصطفى بن سعد الخضر	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/6/1/7 التماسك المعجمي في سورة$ (الإنسان) في ... النصي لمتعلمي اللغة العربية الناطقين بغيرها.pdf
d5932806bce6b689	التناص العنواني ودلالته في ديوان: (مزاجها زنجبيل)، لفواز اللعبون: دراسةٌ سيميائيةٌ	د. فاطمة بنت سعيد العمري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/6/1/11 التناص العنواني ودلالته في ديوان$ (مزاجها زنجبيل)، لفواز اللعبون$ دراسةٌ سيميائيةٌ.pdf
f0eb5c2a04e6fba9	التنبيهات الصرفية الخلافية في كتاب: (الشرح الكبير)، لبحرق الحضرمي: جمعاً ودراسةً	د. نوها جاد المولى علي جاد المولى	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/18/3 التنبيهات الصرفية الخلافية في كتاب$ (الشرح الكبير)، لبحرق الحضرمي$ جمعاً ودراسةً.pdf
c2166eaaa6838a98	الحروف الشائعة والحركات وتوظيفها في تعليم اللغة العربية لغير الناطقين بها، (سورة: (النبأ) مثالاً)	د. مصطفى بن سعد الخضر	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/4/2/11 الحروف الشائعة والحركات وتوظيفها في تعليم ... لغير الناطقين بها، (سورة$ (النبأ) مثالاً).pdf
211cc9509c428915	الخصائص الأسلوبية في ديوان: (الشعر عينك والإبحار قافيتي)، للشاعرة/ سعاد أبو شال	د. أمل بنت عيد المطيري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/17/1/8 الخصائص الأسلوبية في ديوان$ (الشعر عينك والإبحار قافيتي)، للشاعرة& سعاد أبو شال.pdf
33f0fabb05867ec5	الخطاب النقدي للعسكري في ديوان المعاني	د. فهد بن مناحي السيحاني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/15/1/6 الخطاب النقدي للعسكري في ديوان المعاني.pdf
a0cb0bdb7790c6f2	الدرامية في ديوان: (هند أنثى بروح المطر): دراسةٌ إنشائيةٌ	د. سامي بن حسين القصوص	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/14/2/9 الدرامية في ديوان$ (هند أنثى بروح المطر)$ دراسةٌ إنشائيةٌ.pdf
b443d18540761d1a	الدلالة النحوية لاستعمال الفعل: (بغى) ومشتقاته في القرآن الكريم	د. نهلة بنت عبد العزيز الشقران	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/3/1/6 الدلالة النحوية لاستعمال الفعل$ (بغى) ومشتقاته في القرآن الكريم.pdf
e15901ac7737fbb5	الرمز: دلالاته، وحضوره في ديوان: (طيورٌ تحلق في المصيدة): مقاربةٌ في ضوء رؤيةٍ أسلوبيةٍ	د. شيهانة بنت سعيد الشهراني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/16/1/11 الرمز$ دلالاته، وحضوره في ديوان$ (طيورٌ ... المصيدة)$ مقاربةٌ في ضوء رؤيةٍ أسلوبيةٍ.pdf
8e16d7d52a7a543e	السياقات المجتمعية ودورها في استلاب الذات في القصة القصيرة: قراءةٌ نقديةٌ تحليليةٌ في حواف الأعمال الكاملة للأديب/ إبراهيم شحبي	د. ابتسام بنت علي الصبحي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/6/1/10 السياقات المجتمعية ودورها في استلاب الذات ... حواف الأعمال الكاملة للأديب& إبراهيم شحبي.pdf
11d29d0128c9e4b4	الشاهد المزدوج وتفريع القاعدة النحوية	د. عبد الله بن حسن الذنيبات	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/1/2/1 الشاهد المزدوج وتفريع القاعدة النحوية.pdf
e9d4c9e554e1c498	الشواهد الحديثية في علم المعاني من كتاب: (شرح عقود الجمان)، للسيوطي: دراسةٌ بلاغيةٌ	د. عايد بن سليم الحسيني	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/10/7 الشواهد الحديثية في علم المعاني من ... (شرح عقود الجمان)، للسيوطي$ دراسةٌ بلاغيةٌ.pdf
5b3bc6bb660eddd9	الصورة البصرية في القصة القصيرة (بشرى خلفان أنموذجاً)	د. شيمة بنت محمد الشمري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/9/12 الصورة البصرية في القصة القصيرة (بشرى خلفان أنموذجاً).pdf
d1153d32560e9da3	الظواهر الأسلوبية في لغة الأحكام القضائية في المملكة العربية السعودية: دراسةٌ وصفيةٌ في المجلَدين الخامس عشر والرابع والعشرين	د. بندر بن سبيل الشمري	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/13/1/2 الظواهر الأسلوبية في لغة الأحكام القضائية ... في المجلَدين الخامس عشر والرابع والعشرين.pdf
b142e6abcf356955	الظواهر اللغوية في قراءة عمرو بن دينارٍ	أ. د. محمد بن حبيب الترجمي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/14/2/3 الظواهر اللغوية في قراءة عمرو بن دينارٍ.pdf
352659f2b2451851	العتبات النصية في ديوان: (ما لا يجيء)، لسلطان السبهان: دراسةٌ سيميائيةٌ	منى بنت خلف العنزي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/1/1/7 العتبات النصية في ديوان$ (ما لا يجيء)، لسلطان السبهان$ دراسةٌ سيميائيةٌ.pdf
7bcac27316ab033b	العدول في لغة التصوير البياني الشعرية عند عبد القاهر الجرجاني	أ. د. أسماء بنت عوض الجميعي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/1/3/3 العدول في لغة التصوير البياني الشعرية عند عبد القاهر الجرجاني.pdf
0aa760a53f37d893	ألفاظ الأطعمة في الشعر الجاهلي: دراسةٌ لغويةٌ ومعجمٌ	د. ياسر بن حمدو الدرويش	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/6/2/5 ألفاظ الأطعمة في الشعر الجاهلي$ دراسةٌ لغويةٌ ومعجمٌ.pdf
20b4f0d81c7c3451	القاعدة الكلية النحوية عند أبي إسحاق الشاطبي: المفهوم، السمات، الأقسام، المرادفات	د. أحمد بن أبكر مباركي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/13/2/1 القاعدة الكلية النحوية عند أبي إسحاق الشاطبي$ المفهوم، السمات، الأقسام، المرادفات.pdf
d182b794944ec8e2	المادة الأدبية في كتاب: (جمهرة النسب)، لابن الكلبي	منى بنت خلف العنزي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/8/1/10 المادة الأدبية في كتاب$ (جمهرة النسب)، لابن الكلبي.pdf
cd596300f31ff4e6	المتعاليات النصية في ديوان: (فصولٌ من سيرة الرماد)، لصالح الزهراني	د. طلال بن أحمد الثقفي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	diwans	ديوان شعري | شعر وأدب	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/11/7 المتعاليات النصية في ديوان$ (فصولٌ من سيرة الرماد)، لصالح الزهراني.pdf
b2fe69667be3b7f8	المجاز وتعدد النسق: دراسةٌ تطبيقيةٌ في قصيدة: (اللحن الحزين)، لرهف المبارك	د. علي بن محسن مشعوف	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/12/8 المجاز وتعدد النسق$ دراسةٌ تطبيقيةٌ في قصيدة$ (اللحن الحزين)، لرهف المبارك.pdf
d569a0e3a0cdffbc	المجنون ناقداً: النقد الأدبي في رواية: (العصفورية)، لغازي القصيبي: دراسةٌ استقرائيةٌ تحليليةٌ	أ. د. صالح بن عويد الحربي	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)	references	دراسات لغوية	مجلة الجامعة الإسلامية للغة العربية وآدابها (السعودية)/9/8 المجنون ناقداً$ النقد الأدبي في رواية$ (العصفورية)، لغازي القصيبي$ دراسةٌ استقرائيةٌ تحليليةٌ.pdf
